v101,v102,v104,v106,v113,v115,v116,v119,v120,v121,v122,v123,v124,v125,v127,v128,v129,v130,v131,v133,v135,v136,v137,v138,v139,v140,v149,v150,v151,v152,v153,v155,v157,v158,v159,v161,v170,v190,v191,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v213,v215,v216,v217,v218,v219,v220,v224,v226,v227,v228,v235,v238,v244,v301,v312,v313,v361,v364,v379,v380,v393,v394,v501,v502,v513,v525,v531,v532,v536,v602,v605,v613,v614,v623,v624,v625,v626,v627,v628,v629,v012,v384a,v384b,v384c,treatment,outcome
7.0,2.0,0.0,2.0,43.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,3.0,20.0,10.0,1.0,8.0,1.0,3.0,7.0,2.0,3.0,3.0,2.0,45.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,3.0,-40073.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,301.0,1.0,3.0,1.0,1.0,1.0,1.0,997.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,1.0,23.0,23.0,0.0,2.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,26.0,0.0,0.0,0.0,1.0,1.0
11.0,2.0,95.0,0.0,14.0,40.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,4.0,2.0,0.0,1.0,4.0,2.0,1.0,11.0,2.0,0.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-68257.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,202.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0,18.0,6.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,
11.0,2.0,95.0,0.0,14.0,60.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,4.0,2.0,0.0,1.0,8.0,1.0,2.0,11.0,2.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,-57219.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0,1.0,4.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,2.0,1.0,5.0,15.0,14.0,3.0,1.0,3.0,5.0,8.0,6.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,0.0,41.0,30.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,3.0,20.0,0.0,1.0,6.0,1.0,2.0,7.0,2.0,0.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-26038.0,6.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,1.0,5.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,5.0,19.0,19.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0
11.0,2.0,95.0,1.0,14.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,32.0,31.0,4.0,2.0,6.0,1.0,7.0,2.0,1.0,11.0,2.0,1.0,2.0,1.0,30.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,4.0,-28316.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,3.0,14.0,14.0,6.0,3.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,24.0,0.0,0.0,0.0,1.0,
11.0,2.0,95.0,0.0,14.0,20.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,4.0,2.0,0.0,1.0,11.0,3.0,1.0,11.0,2.0,0.0,4.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-63886.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,202.0,1.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,3.0,17.0,17.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,4.0,2.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,1.0,43.0,10.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,3.0,20.0,4.0,1.0,5.0,2.0,1.0,7.0,2.0,1.0,2.0,1.0,31.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,3.0,-39007.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,402.0,0.0,2.0,2.0,2.0,2.0,2.0,995.0,9.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0,17.0,0.0,1.0,3.0,5.0,6.0,6.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0
6.0,2.0,1.0,0.0,21.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,13.0,4.0,53.0,0.0,1.0,2.0,0.0,1.0,6.0,2.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-62924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,0.0,8.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,7.0,1.0,7.0,1.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,
7.0,2.0,95.0,0.0,41.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,13.0,1.0,20.0,0.0,1.0,5.0,1.0,1.0,7.0,2.0,0.0,2.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-67755.0,8.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,403.0,0.0,2.0,6.0,6.0,6.0,8.0,997.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,0.0,1.0,1.0,1.0,7.0,13.0,13.0,6.0,1.0,3.0,5.0,6.0,6.0,3.0,9.0,3.0,9.0,4.0,2.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0
6.0,2.0,21.0,1.0,41.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,13.0,4.0,53.0,1.0,1.0,2.0,0.0,1.0,6.0,2.0,1.0,2.0,1.0,55.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,-82532.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,5.0,17.0,17.0,6.0,1.0,1.0,1.0,6.0,6.0,0.0,7.0,0.0,7.0,3.0,3.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0
6.0,2.0,8.0,0.0,41.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,13.0,4.0,44.0,0.0,1.0,10.0,3.0,3.0,6.0,2.0,0.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-68394.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,5.0,7.0,7.0,6.0,7.0,995.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,4.0,12.0,12.0,0.0,1.0,3.0,5.0,6.0,6.0,2.0,4.0,2.0,4.0,3.0,3.0,0.0,28.0,0.0,0.0,0.0,1.0,
7.0,2.0,95.0,1.0,43.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,13.0,3.0,20.0,8.0,1.0,3.0,0.0,1.0,7.0,2.0,2.0,2.0,1.0,25.0,0.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,-48454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,305.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,7.0,1.0,7.0,2.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0
6.0,2.0,2.0,3.0,97.0,997.0,97.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,1.0,2.0,13.0,2.0,1.0,0.0,1.0,97.0,7.0,5.0,1.0,2.0,22.0,7.0,2.0,2.0,2.0,0.0,97.0,1.0,2.0,-60008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,22.0,1.0,0.0,1.0,1.0,0.0
7.0,2.0,8.0,1.0,42.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,20.0,3.0,1.0,5.0,2.0,1.0,7.0,2.0,1.0,2.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-26695.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0,1.0,8.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,2.0,17.0,17.0,6.0,1.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
6.0,2.0,6.0,0.0,41.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,13.0,4.0,2.0,0.0,1.0,7.0,2.0,2.0,6.0,2.0,0.0,2.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-85922.0,8.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,995.0,0.0,5.0,6.0,6.0,6.0,8.0,995.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,6.0,13.0,13.0,0.0,1.0,1.0,2.0,9.0,6.0,2.0,3.0,2.0,3.0,5.0,4.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0
11.0,1.0,95.0,1.0,13.0,996.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,32.0,31.0,4.0,2.0,6.0,1.0,4.0,2.0,1.0,11.0,1.0,1.0,1.0,2.0,22.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,5.0,103408.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,110.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,17.0,0.0,1.0,3.0,5.0,3.0,3.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,22.0,0.0,1.0,0.0,1.0,
11.0,1.0,95.0,1.0,13.0,996.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,4.0,2.0,8.0,1.0,8.0,1.0,1.0,11.0,1.0,2.0,5.0,2.0,55.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,5.0,7399.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,4.0,2.0,1.0,16.0,15.0,3.0,1.0,1.0,3.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,18.0,1.0,1.0,0.0,1.0,0.0
7.0,1.0,2.0,2.0,12.0,996.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,31.0,31.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,7.0,1.0,3.0,1.0,2.0,25.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,5.0,157104.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,32.0,4.0,0.0,1.0,1.0,1.0,1.0,20.0,20.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
7.0,1.0,95.0,1.0,12.0,996.0,22.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,34.0,32.0,31.0,1.0,1.0,8.0,1.0,4.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,27.0,0.0,2.0,2.0,2.0,2.0,7.0,1.0,5.0,182590.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,401.0,0.0,5.0,1.0,2.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,2.0,17.0,17.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0
7.0,1.0,3.0,2.0,12.0,996.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,31.0,31.0,1.0,6.0,10.0,1.0,2.0,0.0,1.0,7.0,1.0,3.0,2.0,1.0,27.0,1.0,2.0,2.0,2.0,2.0,7.0,1.0,5.0,194438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,20.0,0.0,3.0,1.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,21.0,1.0,0.0,0.0,1.0,
10.0,1.0,10.0,0.0,12.0,996.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,34.0,31.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,10.0,1.0,0.0,2.0,1.0,30.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,5.0,145530.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,995.0,0.0,3.0,1.0,1.0,1.0,1.0,997.0,5.0,0.0,0.0,0.0,8.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,2.0,13.0,13.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0
10.0,1.0,20.0,0.0,12.0,996.0,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,21.0,31.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,10.0,1.0,0.0,2.0,1.0,37.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,5.0,129838.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,1.0,2.0,98.0,8.0,0.0,1.0,1.0,1.0,2.0,24.0,24.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,31.0,0.0,1.0,0.0,1.0,1.0
10.0,1.0,15.0,3.0,12.0,996.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,31.0,31.0,1.0,1.0,16.0,1.0,4.0,2.0,1.0,10.0,1.0,5.0,2.0,1.0,39.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,212436.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,996.0,0.0,8.0,2.0,2.0,2.0,2.0,997.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,32.0,4.0,0.0,1.0,1.0,1.0,2.0,24.0,24.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,29.0,1.0,1.0,1.0,1.0,0.0
7.0,1.0,4.0,2.0,12.0,996.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,22.0,31.0,1.0,18.0,10.0,1.0,3.0,1.0,1.0,7.0,1.0,3.0,2.0,1.0,33.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,5.0,171395.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,115.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,1.0,
8.0,1.0,3.0,3.0,14.0,10.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,1.0,15.0,1.0,2.0,0.0,1.0,8.0,1.0,5.0,1.0,2.0,24.0,0.0,2.0,2.0,2.0,2.0,8.0,0.0,5.0,25003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,33.0,5.0,1.0,0.0,1.0,1.0,1.0,23.0,23.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,24.0,1.0,1.0,1.0,1.0,
10.0,1.0,20.0,2.0,12.0,996.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,32.0,31.0,31.0,1.0,1.0,10.0,1.0,3.0,1.0,1.0,10.0,1.0,3.0,1.0,2.0,28.0,0.0,2.0,0.0,0.0,2.0,7.0,1.0,5.0,180748.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,0.0,1.0,4.0,2.0,2.0,19.0,19.0,0.0,3.0,3.0,5.0,1.0,1.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0
8.0,1.0,1.0,2.0,13.0,996.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,21.0,31.0,4.0,1.0,10.0,1.0,4.0,0.0,4.0,8.0,1.0,3.0,1.0,2.0,23.0,0.0,2.0,0.0,2.0,1.0,8.0,1.0,5.0,46204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,0.0,2.0,1.0,1.0,20.0,20.0,0.0,3.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,23.0,1.0,1.0,0.0,1.0,0.0
8.0,1.0,3.0,1.0,13.0,996.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,21.0,31.0,3.0,6.0,8.0,1.0,4.0,0.0,4.0,8.0,1.0,2.0,12.0,2.0,23.0,0.0,2.0,0.0,2.0,1.0,8.0,0.0,5.0,46204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,3.0,1.0,2.0,4.0,4.0,0.0,8.0,0.0,8.0,2.0,2.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0
10.0,1.0,4.0,0.0,12.0,996.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,31.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,10.0,1.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,57221.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,311.0,0.0,8.0,2.0,2.0,2.0,2.0,995.0,9.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,0.0,1.0,1.0,1.0,1.0,23.0,23.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,1.0,1.0
10.0,1.0,1.0,1.0,12.0,996.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,31.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,5.0,112126.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,301.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,4.0,2.0,1.0,15.0,15.0,0.0,2.0,3.0,5.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0
8.0,1.0,4.0,1.0,14.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,1.0,5.0,1.0,2.0,0.0,1.0,8.0,1.0,1.0,2.0,1.0,30.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,4.0,-17257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,32.0,4.0,1.0,0.0,1.0,1.0,1.0,16.0,16.0,6.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,16.0,0.0,0.0,0.0,1.0,
10.0,1.0,16.0,0.0,12.0,996.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,21.0,31.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,10.0,1.0,0.0,2.0,1.0,46.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,5.0,147305.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,3.0,2.0,2.0,2.0,2.0,995.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,4.0,15.0,15.0,0.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,33.0,0.0,1.0,0.0,1.0,1.0
10.0,1.0,0.0,2.0,13.0,996.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,31.0,1.0,1.0,10.0,1.0,2.0,0.0,1.0,10.0,1.0,3.0,2.0,1.0,25.0,0.0,2.0,2.0,2.0,2.0,7.0,0.0,5.0,87711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,3.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,2.0,13.0,13.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,21.0,1.0,1.0,0.0,1.0,
3.0,2.0,95.0,1.0,14.0,20.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,12.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,37.0,0.0,1.0,0.0,2.0,0.0,11.0,0.0,3.0,-43179.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,4.0,16.0,97.0,2.0,1.0,3.0,5.0,3.0,3.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,30.0,1.0,0.0,0.0,1.0,0.0
11.0,2.0,95.0,0.0,14.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,4.0,2.0,0.0,1.0,5.0,2.0,1.0,11.0,2.0,0.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-71677.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,303.0,0.0,5.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,3.0,15.0,15.0,6.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0
