v101,v102,v104,v106,v113,v115,v116,v119,v120,v121,v122,v123,v124,v125,v127,v128,v129,v130,v131,v133,v135,v136,v137,v138,v139,v140,v149,v150,v151,v152,v153,v155,v157,v158,v159,v161,v167,v170,v190,v191,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v213,v215,v216,v217,v218,v219,v220,v224,v226,v227,v228,v235,v238,v244,v301,v312,v313,v361,v364,v393,v394,v501,v502,v513,v525,v531,v532,v536,v602,v605,v613,v614,v623,v624,v625,v626,v627,v628,v629,v012,v384a,v384b,v384c,treatment,outcome
2.0,2.0,95.0,0.0,42.0,20.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,22.0,2.0,19.0,0.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,-94083.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,18.0,18.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,15.0,1.0,42.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,1.0,14.0,6.0,1.0,7.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,-91264.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,203.0,1.0,8.0,6.0,6.0,6.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,16.0,16.0,0.0,1.0,3.0,5.0,8.0,6.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,8.0,0.0,14.0,5.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,13.0,31.0,2.0,19.0,0.0,1.0,9.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,57.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,3.0,-4399.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,203.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,15.0,15.0,0.0,2.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,20.0,0.0,42.0,45.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,2.0,13.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,-82053.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,301.0,1.0,5.0,5.0,5.0,5.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,6.0,18.0,18.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,45.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,6.0,0.0,13.0,996.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,17.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,43.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,108531.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,2.0,3.0,12.0,12.0,0.0,3.0,1.0,3.0,5.0,5.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,27.0,0.0,1.0,0.0,1.0,
5.0,1.0,7.0,1.0,13.0,996.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,31.0,2.0,19.0,3.0,1.0,6.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,35.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,4.0,11273.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,105.0,1.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,19.0,19.0,0.0,1.0,3.0,5.0,8.0,6.0,0.0,4.0,0.0,4.0,2.0,6.0,0.0,35.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,95.0,1.0,13.0,996.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,95.0,6.0,1.0,4.0,0.0,2.0,5.0,1.0,2.0,8.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,64075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0
5.0,1.0,10.0,0.0,13.0,996.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,19.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,50040.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,6.0,14.0,14.0,6.0,3.0,3.0,5.0,96.0,7.0,0.0,4.0,0.0,4.0,96.0,96.0,96.0,39.0,0.0,0.0,0.0,1.0,0.0
5.0,1.0,3.0,0.0,12.0,996.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,31.0,31.0,2.0,12.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,110617.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,18.0,18.0,0.0,3.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,6.0,0.0,12.0,996.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,31.0,2.0,19.0,0.0,1.0,3.0,1.0,1.0,5.0,1.0,0.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,0.0,3.0,-33887.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,203.0,1.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14.0,14.0,0.0,3.0,1.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,31.0,1.0,0.0,0.0,1.0,
5.0,1.0,2.0,0.0,14.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,96.0,31.0,2.0,14.0,0.0,1.0,6.0,0.0,4.0,5.0,1.0,0.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0,18905.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,105.0,1.0,5.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,17.0,6.0,1.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,31.0,1.0,0.0,0.0,1.0,
5.0,1.0,95.0,0.0,14.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,96.0,31.0,2.0,14.0,0.0,1.0,6.0,0.0,4.0,5.0,1.0,0.0,8.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,18905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,
5.0,1.0,1.0,2.0,14.0,90.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,31.0,31.0,1.0,19.0,12.0,1.0,5.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,35.0,0.0,2.0,1.0,2.0,2.0,7.0,0.0,1.0,5.0,203492.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,403.0,0.0,3.0,2.0,2.0,2.0,2.0,36.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,18.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,35.0,1.0,1.0,0.0,1.0,0.0
5.0,1.0,5.0,0.0,14.0,40.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,96.0,31.0,2.0,14.0,0.0,1.0,8.0,3.0,2.0,5.0,1.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0,123223.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,995.0,0.0,3.0,4.0,4.0,4.0,5.0,995.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,5.0,12.0,12.0,0.0,2.0,3.0,5.0,5.0,5.0,2.0,7.0,2.0,7.0,3.0,2.0,0.0,33.0,0.0,0.0,0.0,1.0,1.0
2.0,2.0,95.0,0.0,31.0,20.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,2.0,19.0,0.0,1.0,10.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,42.0,0.0,0.0,0.0,2.0,1.0,8.0,3.0,0.0,2.0,-62800.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,1.0,3.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,14.0,14.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,42.0,0.0,0.0,0.0,1.0,
5.0,1.0,13.0,0.0,14.0,40.0,43.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,96.0,31.0,2.0,16.0,0.0,1.0,4.0,1.0,1.0,5.0,1.0,0.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,119423.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,105.0,1.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,18.0,18.0,6.0,3.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0
5.0,1.0,7.0,2.0,14.0,45.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,12.0,11.0,1.0,7.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,5.0,137917.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,307.0,0.0,3.0,3.0,3.0,3.0,3.0,7.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,16.0,16.0,0.0,2.0,1.0,2.0,5.0,5.0,3.0,9.0,3.0,9.0,3.0,2.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,14.0,2.0,12.0,996.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,34.0,31.0,1.0,19.0,9.0,1.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,70.0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,5.0,174601.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,18.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,8.0,0.0,8.0,1.0,1.0,0.0,39.0,1.0,0.0,0.0,1.0,0.0
2.0,2.0,0.0,2.0,31.0,10.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,19.0,11.0,1.0,6.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,52.0,0.0,2.0,1.0,1.0,1.0,7.0,0.0,0.0,4.0,41808.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,107.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,8.0,8.0,0.0,3.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,10.0,2.0,31.0,10.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,19.0,12.0,1.0,6.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,52.0,0.0,2.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,41808.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0,1.0,2.0,5.0,5.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,95.0,2.0,31.0,996.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,31.0,31.0,2.0,19.0,8.0,1.0,12.0,0.0,4.0,2.0,2.0,3.0,10.0,1.0,76.0,0.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,5.0,332380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,3.0,0.0,3.0,2.0,4.0,0.0,18.0,1.0,1.0,0.0,1.0,
2.0,2.0,10.0,2.0,31.0,10.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,14.0,11.0,1.0,7.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,58.0,0.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,5.0,131807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,304.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0
1.0,2.0,95.0,1.0,32.0,35.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,17.0,4.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,3.0,-40054.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,7.0,0.0,7.0,2.0,3.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,95.0,1.0,32.0,10.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,13.0,31.0,2.0,17.0,5.0,1.0,13.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,45.0,0.0,0.0,0.0,2.0,1.0,8.0,2.0,0.0,2.0,-61983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,1.0,3.0,5.0,5.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,17.0,1.0,0.0,0.0,1.0,
4.0,2.0,9.0,1.0,43.0,65.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,31.0,2.0,19.0,3.0,1.0,9.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,-71503.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,203.0,1.0,8.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,19.0,97.0,2.0,3.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
5.0,1.0,1.0,2.0,14.0,45.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34.0,31.0,31.0,2.0,17.0,12.0,1.0,11.0,2.0,5.0,5.0,1.0,4.0,13.0,1.0,48.0,0.0,2.0,0.0,0.0,0.0,8.0,5.0,0.0,5.0,121644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,20.0,1.0,0.0,0.0,1.0,
5.0,1.0,0.0,2.0,72.0,60.0,22.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,96.0,31.0,2.0,14.0,12.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,41.0,0.0,2.0,0.0,2.0,2.0,7.0,45.0,0.0,5.0,225772.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,5.0,1.0,1.0,1.0,1.0,995.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,16.0,16.0,0.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,18.0,1.0,1.0,0.0,1.0,0.0
4.0,1.0,2.0,3.0,31.0,996.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,17.0,12.0,1.0,9.0,2.0,2.0,4.0,1.0,5.0,3.0,2.0,53.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,1.0,4.0,53487.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,334.0,0.0,5.0,1.0,1.0,1.0,1.0,997.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,3.0,2.0,14.0,30.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,34.0,31.0,31.0,1.0,17.0,11.0,1.0,13.0,3.0,4.0,4.0,1.0,3.0,13.0,2.0,72.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,4.0,48072.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,22.0,0.0,0.0,0.0,1.0,
4.0,1.0,95.0,2.0,14.0,30.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,34.0,31.0,31.0,1.0,19.0,6.0,1.0,13.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,72.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,4.0,48072.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,10.0,10.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,20.0,0.0,0.0,0.0,1.0,
4.0,2.0,95.0,0.0,21.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,1.0,17.0,0.0,1.0,8.0,4.0,2.0,4.0,2.0,0.0,2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,-84659.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,202.0,1.0,8.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,15.0,15.0,6.0,2.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,7.0,2.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
4.0,2.0,15.0,0.0,14.0,18.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,17.0,0.0,1.0,6.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,-10831.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,16.0,16.0,0.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0
4.0,1.0,3.0,2.0,31.0,7.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,31.0,2.0,17.0,10.0,1.0,4.0,0.0,4.0,4.0,1.0,3.0,13.0,2.0,20.0,0.0,2.0,2.0,2.0,0.0,8.0,2.0,0.0,4.0,42271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,3.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0
4.0,2.0,95.0,1.0,31.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,2.0,17.0,3.0,1.0,8.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,-74612.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,204.0,1.0,8.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,3.0,1.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,13.0,13.0,0.0,1.0,2.0,4.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,26.0,0.0,0.0,0.0,1.0,
4.0,1.0,95.0,2.0,14.0,30.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,17.0,9.0,1.0,13.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,65.0,0.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,4.0,78872.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,201.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,15.0,15.0,0.0,3.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,
4.0,1.0,3.0,0.0,13.0,996.0,22.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,31.0,31.0,2.0,17.0,0.0,1.0,10.0,1.0,2.0,4.0,1.0,0.0,8.0,2.0,63.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,5.0,171093.0,6.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,3.0,5.0,5.0,5.0,6.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,12.0,12.0,0.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,0.0,4.0,2.0,3.0,0.0,40.0,0.0,0.0,0.0,1.0,
