v101,v102,v104,v106,v113,v115,v116,v119,v120,v121,v122,v123,v124,v125,v127,v128,v129,v130,v131,v133,v135,v136,v137,v138,v139,v140,v149,v150,v151,v152,v153,v155,v157,v158,v159,v161,v167,v190,v191,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v213,v215,v216,v217,v218,v219,v220,v224,v226,v227,v228,v235,v238,v301,v312,v313,v361,v364,v393,v394,v501,v502,v513,v525,v531,v532,v536,v602,v605,v613,v614,v623,v624,v625,v626,v627,v628,v629,v012,v384a,v384b,v384c,treatment,outcome
8.0,2.0,14.0,1.0,43.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,1.0,7.0,4.0,1.0,5.0,2.0,1.0,8.0,2.0,1.0,1.0,2.0,24.0,0.0,1.0,0.0,1.0,0.0,8.0,4.0,2.0,-53307.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,3.0,11.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,19.0,97.0,2.0,3.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
8.0,1.0,0.0,1.0,13.0,5.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,21.0,1.0,7.0,8.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,35.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,4.0,29116.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,14.0,14.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,24.0,1.0,0.0,0.0,1.0,1.0
8.0,1.0,5.0,1.0,21.0,30.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,31.0,21.0,2.0,7.0,7.0,1.0,8.0,2.0,2.0,8.0,1.0,1.0,1.0,2.0,30.0,0.0,1.0,1.0,2.0,0.0,7.0,1.0,4.0,47859.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,203.0,1.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,11.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,18.0,17.0,3.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,32.0,1.0,1.0,0.0,0.0,
8.0,2.0,12.0,1.0,31.0,30.0,22.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,34.0,32.0,21.0,2.0,7.0,8.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,1.0,2.0,27.0,0.0,2.0,0.0,2.0,2.0,8.0,10.0,4.0,25751.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,96.0,15.0,0.0,1.0,3.0,5.0,3.0,3.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0
8.0,2.0,3.0,2.0,12.0,996.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,21.0,1.0,7.0,8.0,1.0,6.0,2.0,2.0,8.0,2.0,3.0,3.0,2.0,49.0,0.0,2.0,1.0,2.0,1.0,8.0,25.0,4.0,35126.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,301.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,97.0,2.0,2.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,20.0,1.0,1.0,0.0,0.0,0.0
8.0,2.0,9.0,2.0,43.0,30.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,21.0,1.0,7.0,9.0,1.0,5.0,2.0,1.0,8.0,2.0,3.0,1.0,2.0,24.0,0.0,2.0,1.0,0.0,0.0,8.0,3.0,2.0,-26575.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,203.0,1.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,11.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,15.0,14.0,3.0,1.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,24.0,1.0,0.0,0.0,0.0,0.0
8.0,2.0,16.0,2.0,43.0,10.0,23.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12.0,13.0,21.0,2.0,7.0,9.0,1.0,6.0,1.0,1.0,8.0,2.0,3.0,2.0,1.0,36.0,0.0,2.0,0.0,2.0,0.0,8.0,1.0,3.0,8389.0,6.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,306.0,0.0,4.0,5.0,6.0,6.0,6.0,6.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,4.0,16.0,16.0,0.0,1.0,3.0,5.0,3.0,3.0,1.0,6.0,1.0,6.0,2.0,1.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0
8.0,2.0,12.0,2.0,43.0,60.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,21.0,2.0,7.0,12.0,1.0,9.0,1.0,1.0,8.0,2.0,4.0,2.0,1.0,49.0,0.0,2.0,1.0,0.0,0.0,8.0,2.0,2.0,-22860.0,8.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,412.0,0.0,3.0,7.0,7.0,6.0,8.0,997.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,18.0,18.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,41.0,0.0,0.0,1.0,1.0,0.0
8.0,2.0,9.0,1.0,32.0,150.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,21.0,2.0,7.0,7.0,1.0,7.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,46.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,1.0,-60656.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,205.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,3.0,11.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,16.0,16.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,38.0,1.0,0.0,0.0,0.0,
8.0,2.0,18.0,2.0,43.0,10.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,21.0,2.0,7.0,12.0,1.0,2.0,1.0,1.0,8.0,2.0,4.0,1.0,2.0,39.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,3.0,7476.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,103.0,1.0,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,2.0,1.0,3.0,11.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,15.0,15.0,0.0,2.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,39.0,1.0,0.0,0.0,0.0,0.0
8.0,2.0,10.0,1.0,43.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,2.0,7.0,8.0,1.0,6.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,32.0,0.0,2.0,0.0,2.0,0.0,8.0,2.0,2.0,-58159.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,109.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,14.0,14.0,0.0,1.0,3.0,5.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0
8.0,1.0,5.0,3.0,13.0,120.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,34.0,32.0,21.0,2.0,7.0,15.0,1.0,4.0,1.0,1.0,8.0,1.0,5.0,2.0,1.0,32.0,0.0,2.0,2.0,2.0,2.0,7.0,0.0,5.0,163129.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,17.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,29.0,1.0,1.0,1.0,1.0,0.0
8.0,1.0,6.0,1.0,13.0,996.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,31.0,21.0,2.0,7.0,8.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,1.0,2.0,36.0,0.0,2.0,2.0,2.0,0.0,7.0,35.0,4.0,58230.0,6.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,2.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,17.0,16.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0
8.0,1.0,4.0,1.0,13.0,5.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,34.0,21.0,2.0,7.0,7.0,1.0,4.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,35.0,0.0,2.0,0.0,2.0,0.0,7.0,2.0,4.0,28362.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,201.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,28.0,1.0,1.0,0.0,1.0,0.0
8.0,1.0,0.0,2.0,97.0,997.0,97.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,2.0,6.0,12.0,2.0,3.0,0.0,2.0,97.0,7.0,4.0,10.0,1.0,22.0,7.0,2.0,1.0,1.0,1.0,97.0,30.0,4.0,42906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,22.0,1.0,1.0,1.0,0.0,
8.0,1.0,5.0,3.0,13.0,10.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,34.0,31.0,21.0,2.0,7.0,16.0,1.0,7.0,2.0,2.0,8.0,1.0,5.0,2.0,1.0,29.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,5.0,194175.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,301.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,23.0,23.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,32.0,1.0,1.0,1.0,0.0,0.0
8.0,1.0,3.0,1.0,13.0,10.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,34.0,31.0,21.0,2.0,7.0,8.0,1.0,7.0,2.0,2.0,8.0,1.0,2.0,10.0,1.0,29.0,1.0,2.0,0.0,2.0,2.0,7.0,20.0,5.0,194175.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,3.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0
8.0,1.0,1.0,1.0,13.0,10.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,34.0,21.0,2.0,7.0,6.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,20.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,5.0,106406.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,15.0,97.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,7.0,2.0,2.0,0.0,19.0,1.0,0.0,0.0,0.0,1.0
8.0,1.0,0.0,2.0,13.0,10.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,34.0,21.0,2.0,7.0,10.0,1.0,5.0,1.0,1.0,8.0,1.0,3.0,2.0,1.0,31.0,0.0,2.0,0.0,2.0,0.0,7.0,3.0,4.0,24758.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,15.0,15.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,27.0,1.0,0.0,0.0,1.0,
8.0,1.0,1.0,2.0,13.0,20.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,31.0,21.0,1.0,7.0,12.0,1.0,5.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,22.0,0.0,2.0,2.0,1.0,2.0,7.0,0.0,5.0,102366.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,301.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,96.0,18.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,19.0,1.0,0.0,0.0,1.0,
8.0,1.0,3.0,2.0,13.0,10.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,21.0,1.0,7.0,12.0,1.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,35.0,0.0,2.0,2.0,2.0,0.0,5.0,0.0,4.0,61480.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,202.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0,17.0,0.0,1.0,3.0,5.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,29.0,1.0,0.0,1.0,1.0,0.0
8.0,1.0,0.0,1.0,13.0,996.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,21.0,2.0,7.0,6.0,1.0,5.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,38.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,3.0,11661.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,202.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,96.0,17.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0
8.0,1.0,0.0,2.0,21.0,15.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,21.0,2.0,7.0,11.0,1.0,5.0,2.0,1.0,8.0,1.0,3.0,2.0,1.0,37.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,4.0,39059.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,27.0,1.0,0.0,0.0,0.0,
8.0,1.0,0.0,1.0,13.0,996.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,31.0,21.0,2.0,7.0,7.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,32.0,0.0,2.0,0.0,2.0,1.0,7.0,3.0,4.0,35095.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,202.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,16.0,16.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,27.0,1.0,1.0,0.0,1.0,0.0
8.0,2.0,5.0,1.0,43.0,15.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,21.0,1.0,7.0,2.0,1.0,9.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,60.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,-48156.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,402.0,0.0,3.0,7.0,7.0,6.0,7.0,24.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,14.0,14.0,0.0,1.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,0.0,39.0,1.0,0.0,0.0,1.0,0.0
8.0,2.0,15.0,1.0,43.0,15.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,2.0,7.0,8.0,1.0,6.0,0.0,1.0,8.0,2.0,2.0,2.0,1.0,46.0,0.0,2.0,1.0,2.0,1.0,8.0,2.0,1.0,-82380.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,123.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14.0,14.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0
8.0,2.0,4.0,1.0,13.0,180.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,21.0,2.0,7.0,8.0,1.0,6.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,42.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,2.0,-52353.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,995.0,0.0,2.0,4.0,4.0,4.0,4.0,995.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,0.0,1.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,27.0,1.0,0.0,0.0,1.0,1.0
8.0,2.0,5.0,1.0,51.0,996.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,12.0,2.0,7.0,7.0,1.0,5.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,33.0,0.0,2.0,0.0,2.0,0.0,8.0,3.0,2.0,-27712.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,306.0,0.0,3.0,2.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,13.0,13.0,0.0,1.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,22.0,1.0,0.0,0.0,1.0,
8.0,2.0,3.0,2.0,13.0,30.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,21.0,1.0,7.0,11.0,1.0,5.0,3.0,1.0,8.0,2.0,3.0,2.0,1.0,30.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,2.0,-20824.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,301.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,20.0,1.0,0.0,0.0,1.0,
8.0,2.0,3.0,2.0,21.0,60.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,1.0,7.0,9.0,1.0,4.0,2.0,1.0,8.0,2.0,3.0,2.0,1.0,26.0,0.0,2.0,0.0,2.0,0.0,8.0,1.0,1.0,-68455.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,301.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,16.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,21.0,1.0,0.0,0.0,1.0,
8.0,2.0,1.0,1.0,13.0,20.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,21.0,2.0,7.0,6.0,1.0,7.0,3.0,1.0,8.0,2.0,1.0,2.0,1.0,32.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,-59614.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,2.0,5.0,5.0,5.0,5.0,995.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,19.0,97.0,2.0,1.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0
8.0,2.0,6.0,1.0,43.0,180.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,13.0,12.0,2.0,7.0,8.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,28.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,2.0,-37463.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,96.0,15.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,7.0,2.0,2.0,0.0,22.0,1.0,0.0,0.0,1.0,1.0
8.0,2.0,6.0,1.0,43.0,120.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,46.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,1.0,-102107.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,3.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,18.0,18.0,0.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
8.0,2.0,3.0,1.0,13.0,30.0,22.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,34.0,31.0,21.0,2.0,7.0,8.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,27.0,0.0,2.0,2.0,2.0,2.0,7.0,2.0,5.0,103818.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,307.0,0.0,2.0,2.0,3.0,3.0,2.0,7.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,16.0,15.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,7.0,1.0,7.0,2.0,2.0,0.0,21.0,1.0,1.0,1.0,1.0,0.0
8.0,2.0,4.0,1.0,43.0,30.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,13.0,21.0,1.0,7.0,8.0,1.0,8.0,4.0,2.0,8.0,2.0,2.0,3.0,2.0,46.0,0.0,2.0,2.0,2.0,0.0,8.0,0.0,2.0,-57853.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,2.0,1.0,1.0,1.0,1.0,995.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,8.0,2.0,8.0,1.0,2.0,0.0,25.0,1.0,1.0,1.0,1.0,0.0
8.0,2.0,2.0,1.0,43.0,120.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,13.0,21.0,2.0,7.0,7.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,28.0,0.0,2.0,0.0,2.0,0.0,8.0,7.0,2.0,-21320.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,307.0,0.0,2.0,1.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,17.0,17.0,0.0,3.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0
